ID,Lat,Lon
1721,-77.22,39.12
1722,-77.18,39.12
1723,-77.14,39.12
1724,-77.1,39.12
1725,-77.06,39.12
1726,-77.02,39.12
1727,-76.98,39.12
1728,-76.94,39.12
1729,-76.9,39.12
1730,-76.86,39.12
1731,-76.82,39.12
1732,-76.78,39.12
1733,-76.74,39.12
1734,-76.7,39.12
1735,-76.66,39.12
1736,-76.62,39.12
1737,-76.58,39.12
1738,-76.54,39.12
1739,-76.5,39.12
1740,-76.46,39.12
1741,-76.42,39.12
1745,-76.26,39.12
1746,-76.22,39.12
1747,-76.18,39.12
1748,-76.14,39.12
1749,-76.1,39.12
1750,-76.06,39.12
1751,-76.02,39.12
1752,-75.98,39.12
1753,-75.94,39.12
1754,-75.9,39.12
1755,-75.86,39.12
1756,-75.82,39.12
1757,-75.78,39.12
1758,-75.74,39.12
1826,-77.46,39.08
1827,-77.42,39.08
1828,-77.38,39.08
1829,-77.34,39.08
1830,-77.3,39.08
1831,-77.26,39.08
1832,-77.22,39.08
1833,-77.18,39.08
1834,-77.14,39.08
1835,-77.1,39.08
1836,-77.06,39.08
1837,-77.02,39.08
1838,-76.98,39.08
1839,-76.94,39.08
1840,-76.9,39.08
1841,-76.86,39.08
1842,-76.82,39.08
1843,-76.78,39.08
1844,-76.74,39.08
1845,-76.7,39.08
1846,-76.66,39.08
1847,-76.62,39.08
1848,-76.58,39.08
1849,-76.54,39.08
1850,-76.5,39.08
1851,-76.46,39.08
1852,-76.42,39.08
1857,-76.22,39.08
1858,-76.18,39.08
1859,-76.14,39.08
1860,-76.1,39.08
1861,-76.06,39.08
1862,-76.02,39.08
1863,-75.98,39.08
1864,-75.94,39.08
1865,-75.9,39.08
1866,-75.86,39.08
1867,-75.82,39.08
1868,-75.78,39.08
1869,-75.74,39.08
1938,-77.42,39.04
1939,-77.38,39.04
1940,-77.34,39.04
1941,-77.3,39.04
1942,-77.26,39.04
1943,-77.22,39.04
1944,-77.18,39.04
1945,-77.14,39.04
1946,-77.1,39.04
1947,-77.06,39.04
1948,-77.02,39.04
1949,-76.98,39.04
1950,-76.94,39.04
1951,-76.9,39.04
1952,-76.86,39.04
1953,-76.82,39.04
1954,-76.78,39.04
1955,-76.74,39.04
1956,-76.7,39.04
1957,-76.66,39.04
1958,-76.62,39.04
1959,-76.58,39.04
1960,-76.54,39.04
1961,-76.5,39.04
1962,-76.46,39.04
1963,-76.42,39.04
1964,-76.38,39.04
1966,-76.3,39.04
1968,-76.22,39.04
1969,-76.18,39.04
1970,-76.14,39.04
1971,-76.1,39.04
1972,-76.06,39.04
1973,-76.02,39.04
1974,-75.98,39.04
1975,-75.94,39.04
1976,-75.9,39.04
1977,-75.86,39.04
1978,-75.82,39.04
1979,-75.78,39.04
1980,-75.74,39.04
2053,-77.26,39.0
2054,-77.22,39.0
2055,-77.18,39.0
2056,-77.14,39.0
2057,-77.1,39.0
2058,-77.06,39.0
2059,-77.02,39.0
2060,-76.98,39.0
2061,-76.94,39.0
2062,-76.9,39.0
2063,-76.86,39.0
2064,-76.82,39.0
2065,-76.78,39.0
2066,-76.74,39.0
2067,-76.7,39.0
2068,-76.66,39.0
2069,-76.62,39.0
2070,-76.58,39.0
2071,-76.54,39.0
2072,-76.5,39.0
2073,-76.46,39.0
2074,-76.42,39.0
2075,-76.38,39.0
2076,-76.34,39.0
2077,-76.3,39.0
2078,-76.26,39.0
2079,-76.22,39.0
2080,-76.18,39.0
2081,-76.14,39.0
2082,-76.1,39.0
2083,-76.06,39.0
2084,-76.02,39.0
2085,-75.98,39.0
2086,-75.94,39.0
2087,-75.9,39.0
2088,-75.86,39.0
2089,-75.82,39.0
2090,-75.78,39.0
2091,-75.74,39.0
2164,-77.26,38.96
2165,-77.22,38.96
2166,-77.18,38.96
2167,-77.14,38.96
2168,-77.1,38.96
2169,-77.06,38.96
2170,-77.02,38.96
2171,-76.98,38.96
2172,-76.94,38.96
2173,-76.9,38.96
2174,-76.86,38.96
2175,-76.82,38.96
2176,-76.78,38.96
2177,-76.74,38.96
2178,-76.7,38.96
2179,-76.66,38.96
2180,-76.62,38.96
2181,-76.58,38.96
2182,-76.54,38.96
2183,-76.5,38.96
2184,-76.46,38.96
2185,-76.42,38.96
2187,-76.34,38.96
2188,-76.3,38.96
2189,-76.26,38.96
2190,-76.22,38.96
2191,-76.18,38.96
2192,-76.14,38.96
2193,-76.1,38.96
2194,-76.06,38.96
2195,-76.02,38.96
2196,-75.98,38.96
2197,-75.94,38.96
2198,-75.9,38.96
2199,-75.86,38.96
2200,-75.82,38.96
2201,-75.78,38.96
2202,-75.74,38.96
2278,-77.14,38.92
2279,-77.1,38.92
2282,-76.98,38.92
2283,-76.94,38.92
2284,-76.9,38.92
2285,-76.86,38.92
2286,-76.82,38.92
2287,-76.78,38.92
2288,-76.74,38.92
2289,-76.7,38.92
